bet_id,game,name,result_type,amount,odds,stake,pick,market
3786752,Basketball,"Washington Mystics v Las Vegas Aces - WNBA 2022 (USA 1, female)",Won,"4,140,000",2.38,"3,000,000",Under 160.5 Total,Over/Under 160.5 Total Full event
3786755,Basketball,"Chicago Sky v Seattle Storm - WNBA 2022 (USA 1, female)",Lost,"7,000,000",2.50,,Under 160.5 Total,Over/Under 160.5 Total Full event
3786756,Basketball,"Las Vegas Aces v Atlanta Dream - WNBA 2022 (USA 1, female)",Lost,"5,000,000",6.00,,Atlanta Dream,2-Way Full event
3786757,Basketball,"Los Angeles Sparks v Connecticut Sun - WNBA 2022 (USA 1, female)",Won,"9,000,000",2.50,"6,000,000",Over 164 Total,Over/Under 164 Total Full event
3786758,Basketball,"Dallas Wings v New York Liberty - WNBA 2022 (USA 1, female)",Won,"13,700,000",2.37,"10,000,000",New York Liberty,2-Way Full event
3786759,Basketball,"Phoenix Mercury v Minnesota Lynx - WNBA 2022 (USA 1, female)",Lost,"10,000,000",2.88,,Over 170.5 Total,Over/Under 170.5 Total Full event
3786762,Basketball,"Indiana Fever v Washington Mystics - WNBA 2022 (USA 1, female)",Lost,"15,000,000",2.02,,Over 160.5 Total,Over/Under 160.5 Total Full event
3786763,Basketball,"Atlanta Dream v New York Liberty - WNBA 2022 (USA 1, female)",Lost,"8,000,000",2.00,,Atlanta Dream,2-Way Full event
3786764,Basketball,"Minnesota Lynx v Seattle Storm - WNBA 2022 (USA 1, female)",Won,"40,950,000",1.91,"45,000,000",Seattle Storm,-2
3786765,Basketball,"Los Angeles Sparks v Dallas Wings - WNBA 2022 (USA 1, female)",Won,"45,150,000",2.29,"35,000,000",Dallas Wings,-8
3786766,Basketball,"Las Vegas Aces v Seattle Storm - WNBA 2022 (USA 1, female)",Lost,"35,000,000",3.00,,Seattle Storm,2-Way Full event
3786767,Basketball,"Phoenix Mercury v Chicago Sky - WNBA 2022 (USA 1, female)",Won,"49,000,000",2.40,"35,000,000",Chicago Sky,-9
3786770,Basketball,"Connecticut Sun v Minnesota Lynx - WNBA 2022 (USA 1, female)",Won,"40,800,000",2.02,"40,000,000",Over 165 Total,Over/Under 165 Total Full event
3786771,Basketball,"Phoenix Mercury v Dallas Wings - WNBA 2022 (USA 1, female)",Won,"47,500,000",1.95,"50,000,000",Phoenix Mercury,2-Way Full event
3787396,Football,LA Galaxy v FC Dallas - Major League Soccer 2022 (USA 1),Won,"80,000,000",3.00,"40,000,000",Over 3.5 Total Goals,Over/Under 3.5 Total Goals Ordinary time
3787594,Football,Portland Timbers v FC Dallas - Major League Soccer 2022 (USA 1),Lost,"1,000,000",3.20,,FC Dallas,3-Way Ordinary time
3787771,Rugby,Moana Pasifika v Brumbies - Super Rugby Pacific 2022 (Super Rugby 1),Lost,"50,000,000",1.85,,Over 60.5 Total,Over/Under 60.5 Total Ordinary time
3787772,Rugby,Waratahs v Hurricanes - Super Rugby Pacific 2022 (Super Rugby 1),Lost,"50,000,000",1.90,,Over 54.5 Total,Over/Under 54.5 Total Ordinary time
3787785,Rugby,Blues v Melbourne Rebels - Super Rugby Pacific 2022 (Super Rugby 1),Lost,"2,559,076",1.80,,Melbourne Rebels,+25.5
3787789,Rugby,Chiefs v Western Force - Super Rugby Pacific 2022 (Super Rugby 1),Won,"85,000,000",1.85,"100,000,000",Over 55.5 Total,Over/Under 55.5 Total Ordinary time
3787795,Rugby,Highlanders v Western Force - Super Rugby Pacific 2022 (Super Rugby 1),Won,"5,200,000",2.04,"5,000,000",Over 57.5 Total,Over/Under 57.5 Total Ordinary time
3787811,Rugby,Hurricanes v Fijian Drua - Super Rugby Pacific 2022 (Super Rugby 1),Won,"38,250,000",1.85,"45,000,000",Over 55.5 Total,Over/Under 55.5 Total Ordinary time
3787824,Rugby,Melbourne Rebels v Chiefs - Super Rugby Pacific 2022 (Super Rugby 1),Lost,"35,000,000",1.90,,Under 58.5 Total,Over/Under 58.5 Total Ordinary time
3787827,Rugby,Western Force v Crusaders - Super Rugby Pacific 2022 (Super Rugby 1),Won,"2,750,000",2.10,"2,500,000",Over 56.5 Total,Over/Under 56.5 Total Ordinary time
3787841,Rugby,Western Force v Hurricanes - Super Rugby Pacific 2022 (Super Rugby 1),Lost,"98,000,000",1.70,,Over 59.5 Total,Over/Under 59.5 Total Ordinary time
3787843,Rugby,Blues v Reds - Super Rugby Pacific 2022 (Super Rugby 1),Won,"62,050,000",1.85,"73,000,000",Over 57.5 Total,Over/Under 57.5 Total Ordinary time
3787844,Rugby,Fijian Drua v Moana Pasifika - Super Rugby Pacific 2022 (Super Rugby 1),Won,"85,000,000",1.85,"100,000,000",Over 52.5 Total,Over/Under 52.5 Total Ordinary time
3787846,Rugby,Chiefs v Highlanders - Super Rugby Pacific 2022 (Super Rugby 1),Won,"21,000,000",1.70,"30,000,000",Under 53.5 Total,Over/Under 53.5 Total Ordinary time
3787849,Rugby,Highlanders v Waratahs - Super Rugby Pacific 2022 (Super Rugby 1),Won,"14,400,000",1.72,"20,000,000",Under 56.5 Total,Over/Under 56.5 Total Ordinary time
3787850,Rugby,Brumbies v Blues - Super Rugby Pacific 2022 (Super Rugby 1),Lost,"100,000,000",1.72,,Over 49.5 Total,Over/Under 49.5 Total Ordinary time
3791380,Basketball,Converge FiberXers v Meralco Bolts - Governors Cup 2021 (Philippines Cup 3),Won,"3,840,000",1.80,"4,800,000",Over 181.5 Total,Over/Under 181.5 Total Full event
3791384,Basketball,Terrafirma Dyip v Converge FiberXers - Governors Cup 2021 (Philippines Cup 3),Won,"36,000,000",1.72,"50,000,000",Over 189.5 Total,Over/Under 189.5 Total Full event
3791385,Basketball,San Miguel Beermen v Phoenix Fuel Masters - Governors Cup 2021 (Philippines Cup 3),Lost,"15,000,000",1.85,,Under 199.5 Total,Over/Under 199.5 Total Full event
3791566,Football,Mumbai City FC v Bengaluru FC - Indian Super League 2021/2022 (India ISL 1),Lost,"15,000,000",2.04,,Mumbai City FC,3-Way Ordinary time
3791578,Football,Jamshedpur FC v East Bengal FC - Indian Super League 2021/2022 (India ISL 1),Lost,"600,000",7.50,,East Bengal FC,3-Way Ordinary time
3791581,Football,FC Goa v Northeast United FC - Indian Super League 2021/2022 (India ISL 1),Won,"8,500,000",1.25,"34,000,000",Under 4.5 Total Goals,Over/Under 4.5 Total Goals Ordinary time
3792842,Basketball,Gaziantep BB v Yalovaspor BK - BSL 2021/2022 (Turkiye 1),Won,"7,650,000",1.85,"9,000,000",Gaziantep BB,-9.5
3795099,Basketball,San Martin de Corientes v San Lorenzo - LNB 2021/2022 (Argentina 1),Won,"22,500,000",1.75,"30,000,000",Over 152.5 Total,Over/Under 152.5 Total Full event
3795700,Basketball,Tasmania JackJumpers v Sydney Kings - NBL 2021/2022 (Australia 1),Won,"2,550,000",1.85,"3,000,000",Over 165 Total,Over/Under 165 Total Full event
3796404,Basketball,Riesen Ludwigsburg v Galatasaray - Champions League Grp. I 2021/2022 (Champions League 1),Lost,"1,000,000",2.50,,Galatasaray,2-Way Full event
3797509,League of Legends,Nongshim RedForce Challengers v T1 Esports Academy - LCK CL Spring 2022 - Group Stage 2022 (A-Tier),Won,"15,900,000",1.53,"30,000,000",T1 Esports Academy,2-Way Full event
3797752,Basketball,Converge FiberXers v NLEX Road Warriors - Governors Cup 2021 (Philippines Cup 3),Won,"27,500,000",2.10,"25,000,000",NLEX Road Warriors,2-Way Full event
3797755,Basketball,Magnolia Hotshots v San Miguel Beermen - Governors Cup 2021 (Philippines Cup 3),Won,"3,825,000",1.85,"4,500,000",Magnolia Hotshots,2-Way Full event
3797759,Basketball,Meralco Bolts v San Miguel Beermen - Governors Cup 2021 (Philippines Cup 3),Lost,"15,000,000",1.83,,Under 195.5 Total,Over/Under 195.5 Total Full event
3797764,Basketball,Magnolia Hotshots v Phoenix Fuel Masters - Governors Cup 2021 (Philippines Cup 3),Lost,"45,000,000",1.72,,Over 197.5 Total,Over/Under 197.5 Total Full event
3797765,Basketball,Converge FiberXers v Rain or Shine Elasto Painters - Governors Cup 2021 (Philippines Cup 3),Won,"20,000,000",1.80,"25,000,000",Converge FiberXers,-2.5
3797768,Basketball,NLEX Road Warriors v Magnolia Hotshots - Governors Cup 2021 (Philippines Cup 3),Won,"6,000,000",1.60,"10,000,000",Over 195.5 Total,Over/Under 195.5 Total Full event
3797771,Basketball,Talk N Text v Barangay Ginebra San Miguel - Governors Cup 2021 (Philippines Cup 3),Lost,"20,000,000",1.80,,Barangay Ginebra San Miguel,2-Way Full event
3797773,Basketball,San Miguel Beermen v Talk N Text - Governors Cup 2021 (Philippines Cup 3),Lost,"22,000,000",1.53,,Over 183.5 Total,Over/Under 183.5 Total Full event
3797774,Basketball,Phoenix Fuel Masters v NorthPort Batang Pier - Governors Cup 2021 (Philippines Cup 3),Won,"5,400,000",2.20,"4,500,000",NorthPort Batang Pier,2-Way Full event
3797778,Basketball,Rain or Shine Elasto Painters v Meralco Bolts - Governors Cup 2021 (Philippines Cup 3),Lost,"70,000,000",1.70,,Over 185.5 Total,Over/Under 185.5 Total Full event
3797780,Basketball,NorthPort Batang Pier v Magnolia Hotshots - Governors Cup 2021 (Philippines Cup 3),Lost,"7,000,000",1.85,,Magnolia Hotshots,-10.5
3797781,Basketball,Barangay Ginebra San Miguel v Rain or Shine Elasto Painters - Governors Cup 2021 (Philippines Cup 3),Won,"4,250,000",1.85,"5,000,000",Over 193.5 Total,Over/Under 193.5 Total Full event
3798328,Basketball,Colgate Raiders v American Eagles - NCAAB 2021/2022 (USA College 1),Won,"3,640,000",1.91,"4,000,000",American Eagles,+17
3799710,Basketball,Randers Cimbria v Svendborg - Cup 2021/2022 (Denmark Cup 1),Lost,"6,000,000",1.91,,Under 189.5 Total,Over/Under 189.5 Total Full event
3801457,Football,Dinamo Tbilisi v FC Telavi - Erovnuli Liga 2022 (Georgia 1),Won,"42,500,000",1.85,"50,000,000",Over 2.5 Total Goals,Over/Under 2.5 Total Goals Ordinary time
3802715,Football,Ventura County FC v Louisville City FC - USL Championship 2022 (USA 2),Lost,"20,000,000",1.80,,Louisville City FC,-0.5
3802775,Football,Oakland Roots SC v New Mexico United - USL Championship 2022 (USA 2),Won,"12,600,000",2.80,"7,000,000",New Mexico United,3-Way Ordinary time
3802861,Football,Las Vegas Lights FC v San Antonio FC - USL Championship 2022 (USA 2),Won,"1,040,000",2.04,"1,000,000",Under 2.5 Total Goals,Over/Under 2.5 Total Goals Ordinary time
3804124,Basketball,Karsiyaka v Anadolu Efes - BSL 2021/2022 (Turkiye 1),Won,"9,000,000",1.90,"10,000,000",Under 165.5 Total,Over/Under 165.5 Total Full event
3804161,Basketball,Prawira Bandung v Satya Wacana Salatiga - IBL 2022 (Indonesia 1),Lost,"2,000,000",1.85,,Under 135.5 Total,Over/Under 135.5 Total Full event
3804163,Basketball,Rajawali Medan v Pacific Caesar Surabaya - IBL 2022 (Indonesia 1),Won,"7,200,000",1.90,"8,000,000",Over 123.5 Total,Over/Under 123.5 Total Full event
3804164,Basketball,Hangtuah v Satria Muda Pertamina - IBL 2022 (Indonesia 1),Lost,"1,000,000",4.50,,Hangtuah,2-Way Full event
3804165,Basketball,Bali United v Bumi Borneo - IBL 2022 (Indonesia 1),Lost,"8,000,000",1.85,,Bali United,-13.5
3804170,Basketball,Rans PIK v Bima Perkasa Jogja - IBL 2022 (Indonesia 1),Lost,"4,000,000",1.83,,Over 125 Total,Over/Under 125 Total Full event
3804171,Basketball,NSH Mountain Gold Timika v Satya Wacana Salatiga - IBL 2022 (Indonesia 1),Won,"3,050,000",1.61,"5,000,000",NSH Mountain Gold Timika,2-Way Full event
3804172,Basketball,Pelita Jaya v Indonesia Patriots - IBL 2022 (Indonesia 1),Won,"1,660,000",1.83,"2,000,000",Under 132.5 Total,Over/Under 132.5 Total Full event
3804173,Basketball,Indonesia Patriots v Rans PIK - IBL 2022 (Indonesia 1),Won,"1,275,000",1.85,"1,500,000",Rans PIK,-4.5
3804176,Basketball,Satria Muda Pertamina v Bali United - IBL 2022 (Indonesia 1),Lost,"1,000,000",4.33,,Bali United,2-Way Full event
3804180,Basketball,Prawira Bandung v Tangerang Hawks - IBL 2022 (Indonesia 1),Lost,"5,000,000",2.75,,Tangerang Hawks,2-Way Full event
3804185,Basketball,Indonesia Patriots v Hangtuah - IBL 2022 (Indonesia 1),Lost,"4,000,000",1.91,,Hangtuah,-5
3804210,Basketball,Bima Perkasa Jogja v NSH Mountain Gold Timika - IBL 2022 (Indonesia 1),Won,"850,000",1.85,"1,000,000",Under 133.5 Total,Over/Under 133.5 Total Full event
3805636,Football,Sunshine Coast Wanderers v Brisbane Roar FC Youth - Queensland 2022 (Australia 2),Lost,"10,000,000",2.04,,Under 3.5 Total Goals,Over/Under 3.5 Total Goals Ordinary time
3809711,Basketball,Darussafaka v Manresa - Champions League Grp. J 2021/2022 (Champions League 1),Won,"25,500,000",1.85,"30,000,000",Over 160.5 Total,Over/Under 160.5 Total Full event
3810991,Basketball,Hradec Kralove v Usti nad Labem - NBL Grp. A 2021/2022 (Czech Republic 1),Won,"7,740,000",2.29,"6,000,000",Usti nad Labem,-3.5
3810997,Basketball,Brno v Pardubice - NBL Grp. A 2021/2022 (Czech Republic 1),Won,"3,320,000",1.83,"4,000,000",Under 164 Total,Over/Under 164 Total Full event
3811296,Cricket,Australia v New Zealand - ICC T20 World Cup Super 12 Grp. 1 2022 (World Championship T20 1),Won,"44,884,640",3.20,"20,402,109",New Zealand,2-Way Full event
3811297,Cricket,Australia v Afghanistan - ICC T20 World Cup Super 12 Grp. 1 2022 (World Championship T20 1),Lost,"300,000",7.50,,Afghanistan,2-Way Full event
3811298,Cricket,Pakistan v South Africa - ICC T20 World Cup Super 12 Grp. 2 2022 (World Championship T20 1),Won,"875,990",2.20,"729,992",Pakistan,2-Way Full event
3811473,Basketball,Gaziantep BB v Besiktas - BSL 2021/2022 (Turkiye 1),Lost,"1,100,000",2.00,,Under 144.5 Total,Over/Under 144.5 Total Full event
3816014,Basketball,Anadolu Efes v Tofas - BSL 2021/2022 (Turkiye 1),Won,"630,000",1.70,"900,000",Under 173.5 Total,Over/Under 173.5 Total Full event
3816016,Basketball,Petkim Spor v Buyukcekmece - BSL 2021/2022 (Turkiye 1),Won,"1,350,000",2.50,"900,000",Buyukcekmece,2-Way Full event
3816018,Basketball,Yalovaspor BK v Karsiyaka - BSL 2021/2022 (Turkiye 1),Won,"340,000",1.85,"400,000",Over 155 Total,Over/Under 155 Total Full event
3816020,Basketball,Darussafaka v Afyon Belediye - BSL 2021/2022 (Turkiye 1),Won,"510,000",1.85,"600,000",Under 169.5 Total,Over/Under 169.5 Total Full event
3816021,Basketball,Turk Telekom v Petkim Spor - BSL 2021/2022 (Turkiye 1),Lost,"900,000",1.70,,Over 155.5 Total,Over/Under 155.5 Total Full event
3816022,Basketball,Besiktas v Yalovaspor BK - BSL 2021/2022 (Turkiye 1),Won,"765,000",1.85,"900,000",Over 151.5 Total,Over/Under 151.5 Total Full event
3818396,Basketball,Brisbane Bullets v Adelaide 36ers - NBL 2021/2022 (Australia 1),Won,"650,000",1.65,"1,000,000",Under 173.5 Total,Over/Under 173.5 Total Full event
3822764,Football,HIFK v FC Inter Turku - Veikkausliiga 2022 (Finland 1),Lost,"1,921,401",2.00,,Under 2.5 Total Goals,Over/Under 2.5 Total Goals Ordinary time
3822827,Football,Pacific FC v York United FC - Premier League 2022 (Canada 1),Lost,"9,000,000",4.59,,York United FC,3-Way Ordinary time
3825186,Basketball,Gaziantep BB v Galatasaray - Cup 2021/2022 (Turkiye Cup 1),Lost,"8,000,000",2.38,,Gaziantep BB,-3.5
3825187,Basketball,Bahcesehir Koleji v Darussafaka - Cup 2021/2022 (Turkiye Cup 1),Won,"2,200,000",2.10,"2,000,000",Darussafaka,2-Way Full event
3826751,Basketball,Illawarra Hawks v Adelaide 36ers - NBL 2021/2022 (Australia 1),Won,"4,500,000",2.00,"4,500,000",Under 168.5 Total,Over/Under 168.5 Total Full event
3828570,Basketball,Kouvot v Kauhajoen Karhu - Korisliiga Championship Group 2021/2022 (Finland 1),Won,"2,000,000",2.00,"2,000,000",Under 174.5 Total,Over/Under 174.5 Total Full event
3828575,Basketball,Tampereen Pyrintoe v KTP Basket - Korisliiga Championship Group 2021/2022 (Finland 1),Won,"10,200,000",1.85,"12,000,000",Under 179.5 Total,Over/Under 179.5 Total Full event
3828612,Basketball,UU Korihait v Loimaa Bisons - Korisliiga Relegation Group 2021/2022 (Finland 1),Won,"2,000,000",2.00,"2,000,000",UU Korihait,2-Way Full event
3828613,Basketball,Lahti Basketball v UU Korihait - Korisliiga Relegation Group 2021/2022 (Finland 1),Lost,"30,000,000",1.85,,Under 173.5 Total,Over/Under 173.5 Total Full event
3829139,Football,Perth Glory Youth v Bayswater City - Western 2022 (Australia 2),Lost,"30,000,000",1.85,,Bayswater City,-0.5
3829414,Basketball,Shenzhen Leopards v Xinjiang Flying Tigers - CBA 2021/2022 (China 1),Won,"3,400,000",1.85,"4,000,000",Over 210.5 Total,Over/Under 210.5 Total Full event
3829415,Basketball,Jilin Northeast Tigers v Sichuan Blue Whales - CBA 2021/2022 (China 1),Lost,"5,000,000",1.80,,Over 187.5 Total,Over/Under 187.5 Total Full event
3829416,Basketball,Qingdao Eagles v Liaoning Flying Leopards - CBA 2021/2022 (China 1),Lost,"2,000,000",8.00,,Qingdao Eagles,2-Way Full event
3829417,Basketball,Guangzhou Loong Lions v Tianjin Pioneers - CBA 2021/2022 (China 1),Won,"7,200,000",1.72,"10,000,000",Over 207.5 Total,Over/Under 207.5 Total Full event
3829420,Basketball,Jilin Northeast Tigers v Shanghai Sharks - CBA 2021/2022 (China 1),Won,"7,650,000",1.85,"9,000,000",Over 208.5 Total,Over/Under 208.5 Total Full event
3829427,Basketball,Shanghai Sharks v Jilin Northeast Tigers - CBA 2021/2022 (China 1),Lost,"4,000,000",1.85,,Over 210.5 Total,Over/Under 210.5 Total Full event
3829429,Basketball,Fujian Sturgeons v Shandong Hi-Speed Kirin - CBA 2021/2022 (China 1),Lost,"1,000,000",1.85,,Under 219 Total,Over/Under 219 Total Full event
3829430,Basketball,Beijing Ducks v Guangzhou Loong Lions - CBA 2021/2022 (China 1),Lost,"1,000,000",6.50,,Guangzhou Loong Lions,2-Way Full event
3829442,Basketball,Guangdong Southern Tigers v Shandong Hi-Speed Kirin - CBA 2021/2022 (China 1),Won,"5,100,000",1.85,"6,000,000",Over 206.5 Total,Over/Under 206.5 Total Full event
3829443,Basketball,Liaoning Flying Leopards v Qingdao Eagles - CBA 2021/2022 (China 1),Lost,"6,000,000",1.80,,Over 202.5 Total,Over/Under 202.5 Total Full event
3829444,Basketball,Shanghai Sharks v Nanjing Monkey King - CBA 2021/2022 (China 1),Lost,"1,402,510",2.00,,Under 212.5 Total,Over/Under 212.5 Total Full event
3829446,Basketball,Shanxi Loongs v Zhejiang Golden Bulls - CBA 2021/2022 (China 1),Lost,"10,000,000",1.85,,Under 213 Total,Over/Under 213 Total Full event
3829452,Basketball,Sichuan Blue Whales v Jilin Northeast Tigers - CBA 2021/2022 (China 1),Lost,"5,000,000",1.85,,Under 194 Total,Over/Under 194 Total Full event
3829456,Basketball,Guangzhou Loong Lions v Beijing Ducks - CBA 2021/2022 (China 1),Lost,"10,000,000",1.70,,Over 192.5 Total,Over/Under 192.5 Total Full event
3829461,Basketball,Nanjing Monkey King v Qingdao Eagles - CBA 2021/2022 (China 1),Won,"1,500,000",1.75,"2,000,000",Over 208.5 Total,Over/Under 208.5 Total Full event
3829462,Basketball,Fujian Sturgeons v Xinjiang Flying Tigers - CBA 2021/2022 (China 1),Won,"1,700,000",1.85,"2,000,000",Fujian Sturgeons,+25.5
3829463,Basketball,Tianjin Pioneers v Beijing Royal Fighters - CBA 2021/2022 (China 1),Won,"2,200,000",2.10,"2,000,000",Tianjin Pioneers,2-Way Full event
3829465,Basketball,Guangdong Southern Tigers v Ningbo Rockets - CBA 2021/2022 (China 1),Lost,"3,000,000",1.85,,Over 208.5 Total,Over/Under 208.5 Total Full event
3829466,Basketball,Liaoning Flying Leopards v Jiangsu Dragons - CBA 2021/2022 (China 1),Lost,"3,000,000",1.85,,Over 192.5 Total,Over/Under 192.5 Total Full event
3829467,Basketball,Zhejiang Lions v Shanghai Sharks - CBA 2021/2022 (China 1),Lost,"2,000,000",2.50,,Shanghai Sharks,2-Way Full event
3829468,Basketball,Qingdao Eagles v Jilin Northeast Tigers - CBA 2021/2022 (China 1),Lost,"10,000,000",2.29,,Qingdao Eagles,2-Way Full event
3829472,Basketball,Shandong Hi-Speed Kirin v Fujian Sturgeons - CBA 2021/2022 (China 1),Won,"13,500,000",1.90,"15,000,000",Fujian Sturgeons,+28.5
3829473,Basketball,Zhejiang Golden Bulls v Zhejiang Lions - CBA 2021/2022 (China 1),Won,"9,360,000",2.04,"9,000,000",Zhejiang Lions,2-Way Full event
3829483,Basketball,Jiangsu Dragons v Nanjing Monkey King - CBA 2021/2022 (China 1),Won,"1,000,000",3.00,"500,000",Jiangsu Dragons,2-Way Full event
3829487,Basketball,Beijing Royal Fighters v Beijing Ducks - CBA 2021/2022 (China 1),Lost,"500,000",4.75,,Beijing Royal Fighters,2-Way Full event
3829488,Basketball,Liaoning Flying Leopards v Zhejiang Golden Bulls - CBA 2021/2022 (China 1),Lost,"1,000,000",5.50,,Zhejiang Golden Bulls,2-Way Full event
3829493,Basketball,Guangdong Southern Tigers v Beijing Royal Fighters - CBA 2021/2022 (China 1),Lost,"1,500,000",1.85,,Over 196.5 Total,Over/Under 196.5 Total Full event
